business_id,categories,name,photo_url,review_count,schools,stars,state,url
9b0ly3b2nF-pYCLEFuIJRA,"Food,Coffee & Tea,Vegetarian,Restaurants",Honeymoon Cafe SLO,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,9,California Polytechnic State University,4,CA,http://www.yelp.com/biz/honeymoon-cafe-slo-san-luis-obispo
21KmICbQ3kcK7H-GNXbr0g,"Auto Repair,Automotive",Kingston Garage,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Princeton University,5,NJ,http://www.yelp.com/biz/kingston-garage-kingston
HujiffjJN7dL8yMgKRHXXQ,"Hair Salons,Beauty and Spas",ASA Hair Design,http://s3-media4.ak.yelpcdn.com/bphoto/fGTAp7t7RlJ3rczRTJHCGg/ms.jpg,16,"Massachusetts Institute of Technology,Harvard University",4.5,MA,http://www.yelp.com/biz/asa-hair-design-cambridge
X2Y0UL1xW6Y4uZer2pi6IA,,Hancock Realty Associates,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,"Massachusetts Institute of Technology,Harvard University",1,MA,http://www.yelp.com/biz/hancock-realty-associates-cambridge
aJJHYNMe_kRk9Nqhxk2ImQ,"Colleges & Universities,Education",USC Webb Tower,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,University of Southern California,4,CA,http://www.yelp.com/biz/usc-webb-tower-los-angeles
qkDiiE4cmdZ_G21ScCEkqg,"Doctors,Health and Medical,Cosmetic Surgeons","Seung K. Kim, MD,",http://s3-media3.ak.yelpcdn.com/bphoto/ZQv5QydNbyU4IKybEF7m9Q/ms.jpg,11,Stanford University,5,CA,http://www.yelp.com/biz/seung-k-kim-md-palo-alto
n1C1A6jmHKRjqO0yNRidgA,"Food,Convenience Stores,Restaurants",Jas Mart,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,7,Columbia University,3.5,NY,http://www.yelp.com/biz/jas-mart-new-york-2
t1XPSn5O1edDJwhJFYeEIQ,"Chinese,Restaurants",Spring Garden,http://s3-media2.ak.yelpcdn.com/bphoto/riSN55ZNkSMyP3Ck8Q6E5A/ms.jpg,3,Rensselaer Polytechnic Institute,3,NY,http://www.yelp.com/biz/spring-garden-troy
tdofDc4la9Mt-iamvtaAyg,"Barbers,Beauty and Spas",Guy's Barber & Style Shop,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,University of Washington,4.5,WA,http://www.yelp.com/biz/guys-barber-and-style-shop-seattle
hMcgO98QaOFmQVTfCUeGzw,"Dentists,Cosmetic Dentists,Health and Medical,General Dentistry",Dentistry For Life,http://s3-media3.ak.yelpcdn.com/bphoto/7N9V11BJ1blAqwwtd0A_2g/ms.jpg,13,University of Pennsylvania,4.5,PA,http://www.yelp.com/biz/dentistry-for-life-philadelphia
cKU-vVsl7f1bKA1T44HlBw,"Pizza,Restaurants",Hot Slices,http://s3-media3.ak.yelpcdn.com/bphoto/Z-BhjqeNb14eQ4PeF9X3BQ/ms.jpg,44,University of Texas - Austin,4,TX,http://www.yelp.com/biz/hot-slices-austin
x4fNltn_RTWU4xLY3gJQUA,"Bars,Sports Bars,Nightlife",Champions Sports Bar,http://s3-media4.ak.yelpcdn.com/bphoto/t_VamM2fLLg_lVQphVuV8Q/ms.jpg,22,"Massachusetts Institute of Technology,Harvard University",3,MA,http://www.yelp.com/biz/champions-sports-bar-cambridge
kPrtQoij3ec8wmRMmQ_3mQ,"Hardware Stores,Keys & Locksmiths,Shopping,Home Services,Home & Garden",Columbia Hardware and Housewares,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,13,Columbia University,4,NY,http://www.yelp.com/biz/columbia-hardware-and-housewares-new-york
uAN8ix58fWk9Szsr6vTYYQ,"Books, Mags, Music and Video,Shopping,Bookstores",Phoenix Books,http://s3-media3.ak.yelpcdn.com/bphoto/UhsoBrKXG28w9HvpMRewWw/ms.jpg,38,California Polytechnic State University,4.5,CA,http://www.yelp.com/biz/phoenix-books-san-luis-obispo
zR6m1J5Y_3RndYcLIRROeg,"Steakhouses,Sushi Bars,Restaurants",Ten Prime Steak & Sushi,http://s3-media3.ak.yelpcdn.com/bphoto/bnQHA3oRyHyI8qNhH8FELw/ms.jpg,56,Brown University,3.5,RI,http://www.yelp.com/biz/ten-prime-steak-and-sushi-providence
J5htp5tEQdvmit4eYIGoNA,"Children's Clothing,Fashion,Shopping,Lingerie,Men's Clothing,Women's Clothing",Neighborhoodies,http://s3-media1.ak.yelpcdn.com/bphoto/avxnmcD4kxqdjj2xCidk-Q/ms.jpg,3,Brown University,4.5,RI,http://www.yelp.com/biz/neighborhoodies-providence
LI2A-rBYzqGsAn5u4PX_BQ,"Thrift Stores,Used, Vintage & Consignment,Fashion,Shopping",The Goodwill Store,http://s3-media2.ak.yelpcdn.com/bphoto/pHPAyYelk5ey4DTwSA4a6Q/ms.jpg,33,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/the-goodwill-store-cambridge
DfrvJL-6H5i1nsyL6H6VGg,"Southern,Restaurants",Hungry Mother,http://s3-media1.ak.yelpcdn.com/bphoto/8G7nFglVjFVtdXkIUfJXCg/ms.jpg,675,"Massachusetts Institute of Technology,Harvard University",4.5,MA,http://www.yelp.com/biz/hungry-mother-cambridge
Na9gSkNAyE_UuLTpPXutzg,"Health and Medical,Physical Therapy",The Springs At Pacific Regents,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,University of California - San Diego,3,CA,http://www.yelp.com/biz/the-springs-at-pacific-regents-san-diego
grjHPztaHbkddLJWkPXcrQ,"Nail Salons,Beauty and Spas",Spa Boutique,http://s3-media4.ak.yelpcdn.com/bphoto/pGCpXvy8j-LejB7bsxM3IA/ms.jpg,15,Harvey Mudd College,4,CA,http://www.yelp.com/biz/spa-boutique-claremont
P64yQ329SuZU7R2BG4JyLw,,Food by foot,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,"Massachusetts Institute of Technology,Harvard University",1,MA,http://www.yelp.com/biz/food-by-foot-cambridge
57vW1VvWwOzl-J7FQr9fCA,"Tanning,Beauty and Spas",U-Tan,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,University of Southern California,2,CA,http://www.yelp.com/biz/u-tan-los-angeles-2
XBPMMfMchDlxZG-qSsSdtw,"Food,Coffee & Tea,Chinese,Restaurants",Lotus House,http://s3-media3.ak.yelpcdn.com/bphoto/w4ig8KmeCt9wYkeYrDehIA/ms.jpg,160,University of California at Berkeley,3,CA,http://www.yelp.com/biz/lotus-house-berkeley
JMEMJobsUrN53bhoNPd-jw,"Nail Salons,Beauty and Spas",Nail Dynasty,http://s3-media4.ak.yelpcdn.com/bphoto/saCYuBU7yKYS89CKOhGIaQ/ms.jpg,13,Georgia Institute of Technology,3.5,GA,http://www.yelp.com/biz/nail-dynasty-atlanta
qiZRsZjUeR1Cvw9AA3RVOg,"Local Services,Automotive,Dry Cleaning & Laundry,Auto Repair",Jay's Dry Cleaners,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Princeton University,3.5,NJ,http://www.yelp.com/biz/jays-dry-cleaners-princeton
cbfvd5BI3z-qpA-HA_YR4Q,"Used, Vintage & Consignment,Fashion,Shopping",Finders Keepers,http://s3-media3.ak.yelpcdn.com/bphoto/Gsa83zWGrhro1hWY5qtxsw/ms.jpg,11,California Polytechnic State University,5,CA,http://www.yelp.com/biz/finders-keepers-san-luis-obispo
BfGlv6S_Is6OkIoOngAnLQ,"Burgers,Restaurants",Jack's Grill,http://s3-media2.ak.yelpcdn.com/bphoto/i7OIuPGU6AbaRK6b9Zcqww/ms.jpg,12,Cornell University,3,NY,http://www.yelp.com/biz/jacks-grill-ithaca
7T8Na_EdtY7Q6jhalmA9Pw,"Mattresses,Shopping,Home & Garden",Mattress City,http://s3-media2.ak.yelpcdn.com/bphoto/XILnmq6MMQx6VgIgsGYFpg/ms.jpg,7,California Institute of Technology,3,CA,http://www.yelp.com/biz/mattress-city-pasadena
dM_8JMbohCb8YYP1UlFPng,"Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores",Hootenanny,http://s3-media1.ak.yelpcdn.com/bphoto/X_b6G0YKoc0nNi7TUpVMEw/ms.jpg,91,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/hootenanny-cambridge
49aR5Wq1UjE2xPIlq1RNjw,"Mexican,Restaurants",Pollo Fiesta,http://s3-media4.ak.yelpcdn.com/bphoto/sL18GUiZ0iLw3zrk78NRdw/ms.jpg,15,University of Maryland - College Park,4,MD,http://www.yelp.com/biz/pollo-fiesta-riverdale
ByNHhvusxlbOP-6izNFxvQ,"Food,Convenience Stores",Royal Farms,http://s3-media3.ak.yelpcdn.com/bphoto/NnOe83Ou5CrK0rsToxXMvg/ms.jpg,5,University of Maryland - College Park,4,MD,http://www.yelp.com/biz/royal-farms-college-park
RLMK1zWwji_B8qSHkhIkEw,"Nail Salons,Beauty and Spas",Queen's Nails,http://s3-media4.ak.yelpcdn.com/bphoto/KyC9LwAyS4TmuuU571FBsg/ms.jpg,8,University of Southern California,4,CA,http://www.yelp.com/biz/queens-nails-los-angeles
_rlF1wfaWURx-zxKReOqRg,"Tires,Automotive",Tire Town,http://s3-media2.ak.yelpcdn.com/bphoto/_tO2dgGJkldnarvSVmiDQw/ms.jpg,4,University of Maryland - College Park,5,MD,http://www.yelp.com/biz/tire-town-takoma-park
quTBS5UjQA5JFXqU_vijrg,"Tattoo,Beauty and Spas",Great Southern Tattoo Company,http://s3-media3.ak.yelpcdn.com/bphoto/hIEpPWTBesD3-IjoHj2lpQ/ms.jpg,4,University of Maryland - College Park,5,MD,http://www.yelp.com/biz/great-southern-tattoo-company-college-park
GhL2I7MrUOdlehsjLrKstw,"Asian Fusion,Chinese,Restaurants",Jack's Tapas Cafe,http://s3-media1.ak.yelpcdn.com/bphoto/jg-ZQZwJj8_ai0VGIN4KMQ/ms.jpg,65,University of Washington,4,WA,http://www.yelp.com/biz/jacks-tapas-cafe-seattle
zdqD1Rnaf55NU9AwY6epDQ,"Fashion,Shopping,Home Decor,Home & Garden,Men's Clothing,Women's Clothing",1-FIVE-0,http://s3-media4.ak.yelpcdn.com/bphoto/mem0zJ-su3UjJ3b5fRBigg/ms.jpg,6,Georgia Institute of Technology,3.5,GA,http://www.yelp.com/biz/1-five-0-atlanta
ap7aCZf9eRfSh-Le9PSlIw,"Pet Services,Veterinarians,Pet Boarding/Pet Sitting,Pets",Stenner Creek Animal Hospital,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,California Polytechnic State University,3,CA,http://www.yelp.com/biz/stenner-creek-animal-hospital-san-luis-obispo
iK47QHCfUmHS4LRkRYASmA,"Used, Vintage & Consignment,Fashion,Shopping",Buckaroo's Mercantile,http://s3-media1.ak.yelpcdn.com/bphoto/Qod7meA-Hd6Tri1EMqtb9A/ms.jpg,31,"Massachusetts Institute of Technology,Harvard University",4,MA,http://www.yelp.com/biz/buckaroos-mercantile-cambridge
8gwHLuHr-KlpoMWmoPt1bA,"Hair Salons,Shopping,Cosmetics & Beauty Supply,Beauty and Spas",The Healthy Hair Bar,http://s3-media4.ak.yelpcdn.com/bphoto/CV4gnl7W4G49idOLAgdp0w/ms.jpg,4,Harvey Mudd College,4,CA,http://www.yelp.com/biz/the-healthy-hair-bar-claremont
mg0_Sc27pje8Yrt40meKyg,"Japanese,Restaurants",Ichiban Japanese Cuisine,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,11,Princeton University,2.5,NJ,http://www.yelp.com/biz/ichiban-japanese-cuisine-princeton
t7zMY-nrQo09-UGtxOIugg,"Mexican,Restaurants",Tio's Mexican Cafe,http://s3-media2.ak.yelpcdn.com/bphoto/o7U23LyXBkJtezCu3vuo2g/ms.jpg,76,University of Michigan - Ann Arbor,2.5,MI,http://www.yelp.com/biz/tios-mexican-cafe-ann-arbor
4tcrfrIZAHwAFRpbY45PqQ,"Indian,Caterers,Middle Eastern,Event Planning & Services,Pakistani,Restaurants",Koh I-Noor Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/AMvETAQIdjxi9_qXMHyC4w/ms.jpg,3,University of Waterloo,2.5,ON,http://www.yelp.ca/biz/koh-i-noor-restaurant-waterloo
GWS5s8HSm1zjqMLJD7wQLg,"Korean,Restaurants",Woori Jib Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/wh-wOPqX7S09lEtBGU9ADQ/ms.jpg,32,University of Illinois - Urbana-Champaign,3.5,IL,http://www.yelp.com/biz/woori-jib-restaurant-champaign-2
mpVZG520RL-K1YeQi55ZPg,"Pubs,Bars,Nightlife,Restaurants",The Blarney Stone,http://s3-media3.ak.yelpcdn.com/bphoto/ZlvRKEmLp7HMNqpYDuA5Yg/ms.jpg,26,University of Pennsylvania,3.5,PA,http://www.yelp.com/biz/the-blarney-stone-philadelphia
IXXvN1Lt64c3XsQ4BSlsyw,"Local Services,Printing Services",Kendall Press,http://s3-media4.ak.yelpcdn.com/bphoto/njBYCBuHAV_VbmEjWPBb4A/ms.jpg,15,"Massachusetts Institute of Technology,Harvard University",4.5,MA,http://www.yelp.com/biz/kendall-press-cambridge
Wamb2LBSmznrdxlJNnxjXg,"Active Life,Rafting/Kayaking,Hiking,Fitness & Instruction",UCSD Outback Adventures,http://s3-media3.ak.yelpcdn.com/bphoto/NKeX2wEBtKYcz7MDWVPJyg/ms.jpg,4,University of California - San Diego,5,CA,http://www.yelp.com/biz/ucsd-outback-adventures-la-jolla
PRL7_9l0Zu7w1CpQEj0iEw,"Department Stores,Fashion,Shopping",Neiman Marcus,http://s3-media2.ak.yelpcdn.com/bphoto/aNnFZup2DPdbLKTyQBjK8g/ms.jpg,96,Stanford University,3.5,CA,http://www.yelp.com/biz/neiman-marcus-palo-alto
jneea4mVkcaWbbCX09g2EA,,Eddie C and Salon,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Brown University,4,RI,http://www.yelp.com/biz/eddie-c-and-salon-providence
CJE1ZAEJehgzy91OlvH3gA,"Active Life,Parks",Greenbelt Park,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,University of Maryland - College Park,4.5,MD,http://www.yelp.com/biz/greenbelt-park-greenbelt
sH2GkuOstl13dLokUH0rzA,"Hotels & Travel,Event Planning & Services,Hotels",Holiday Inn Houston Medical Center,http://s3-media2.ak.yelpcdn.com/bphoto/2gvtjBQP0G-2B1rMG4VbyA/ms.jpg,9,Rice University,3,TX,http://www.yelp.com/biz/holiday-inn-houston-medical-center-houston-2
IIljIJN7dIEcuAnByBEiJQ,"Health and Medical,Dentists,General Dentistry","Teri Ann Gibson, DDS",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,University of California - Los Angeles,5,CA,http://www.yelp.com/biz/teri-ann-gibson-dds-los-angeles
r5yb5JfWV4TryNZlMBHPng,"Food,Coffee & Tea",Saxbys Coffee,http://s3-media1.ak.yelpcdn.com/bphoto/cXp-YLiUNEcEb3dGRCw_Lw/ms.jpg,34,University of Pennsylvania,2,PA,http://www.yelp.com/biz/saxbys-coffee-philadelphia-4
C89rUvkbuFmbsP9qYKfX4g,"Fast Food,Sandwiches,Restaurants",Georgio's Subs,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,7,University of Washington,2.5,WA,http://www.yelp.com/biz/georgios-subs-seattle-6
Eq5FZAu-KrfhgLJ2ER5Z2A,"Colleges & Universities,Education",William James Hall,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,"Massachusetts Institute of Technology,Harvard University",2.5,MA,http://www.yelp.com/biz/william-james-hall-cambridge
BoaMAsCGJVphOJ1Y93QmZw,"Colleges & Universities,Education",University of Southern California,http://s3-media2.ak.yelpcdn.com/bphoto/ONsgsF_gH4jVd9rNvekNsg/ms.jpg,144,University of Southern California,4.5,CA,http://www.yelp.com/biz/university-of-southern-california-los-angeles-14
#NAME?,"Barbeque,Restaurants",YinzBurgh BBQ,http://s3-media2.ak.yelpcdn.com/bphoto/uwPAvz8Ouo22pgUflFdZdw/ms.jpg,30,Carnegie Mellon University,4.5,PA,http://www.yelp.com/biz/yinzburgh-bbq-pittsburgh
mfJmvMatYltnOTfQ2iVpBw,"Buffets,Japanese,Chinese,Restaurants",Fortune House,http://s3-media2.ak.yelpcdn.com/bphoto/-2IRzUOybkm87iVzKJFAeQ/ms.jpg,9,Purdue University,4,IN,http://www.yelp.com/biz/fortune-house-lafayette
WEERmHQ2jJTeB8gA563c-A,"Books, Mags, Music and Video,Shopping,Bookstores",Huntley Bookstore,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,Harvey Mudd College,2.5,CA,http://www.yelp.com/biz/huntley-bookstore-claremont
x9I2dXszYNvO6gBZq5Bikw,"Shopping,Drugstores,Beauty and Spas,Food,Convenience Stores,Cosmetics & Beauty Supply",Duane Reade,http://s3-media2.ak.yelpcdn.com/bphoto/ocfwX6pSwyxN5ZzPXe2oew/ms.jpg,13,Columbia University,1.5,NY,http://www.yelp.com/biz/duane-reade-new-york-243
BTOz5Mmq-nJC92ck48vjKA,"Burgers,Restaurants",b.good,http://s3-media2.ak.yelpcdn.com/bphoto/2pcmm0FqyD3P1rOQQPP4Xw/ms.jpg,165,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/b-good-cambridge-2
GeRNqMECwFHbC7Yt6AIzZA,"Arts & Crafts,Shopping",UCSD Crafts Center,http://s3-media2.ak.yelpcdn.com/bphoto/CGBkFUV-S0knLwD2YBwnZQ/ms.jpg,7,University of California - San Diego,4.5,CA,http://www.yelp.com/biz/ucsd-crafts-center-la-jolla
xlCVbr56NU9rFFWPRcRUyA,"Seafood,Restaurants",Ted's Fish Fry,http://s3-media3.ak.yelpcdn.com/bphoto/yfjZHMGnkey7FFuhy3eTzQ/ms.jpg,11,Rensselaer Polytechnic Institute,3.5,NY,http://www.yelp.com/biz/teds-fish-fry-watervliet
6a4-SPP4QJbJuHoMhPKnVQ,"Mexican,Restaurants",Veracruz Mexican Restaurant,http://s3-media2.ak.yelpcdn.com/bphoto/FahImXNibupSuApowab_rg/ms.jpg,20,Carnegie Mellon University,3,PA,http://www.yelp.com/biz/veracruz-mexican-restaurant-pittsburgh
zTUOrrPeUDJhh8Ca__5keg,"Museums,Arts & Entertainment",The Semitic Museum at Harvard University,http://s3-media3.ak.yelpcdn.com/bphoto/VibO0I498nsEy8CdlGn_MA/ms.jpg,2,"Massachusetts Institute of Technology,Harvard University",4,MA,http://www.yelp.com/biz/the-semitic-museum-at-harvard-university-cambridge
AWfi0SlbTwCtPepvKrZr-w,"Food,Ice Cream & Frozen Yogurt",Swirlberry,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,10,University of Michigan - Ann Arbor,3,MI,http://www.yelp.com/biz/swirlberry-ann-arbor
_irBz9yudNSlDUVAe9tr5w,"Bars,Nightlife,Lounges",The Enormous Room,http://s3-media2.ak.yelpcdn.com/bphoto/sMHjhE5PrantDm6m927ing/ms.jpg,283,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/the-enormous-room-cambridge
5bNxxJbPIWMqU7tNUmXXgg,"Home Services,Real Estate,Apartments",91 Sidney,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,"Massachusetts Institute of Technology,Harvard University",3,MA,http://www.yelp.com/biz/91-sidney-cambridge
sj2VmfB_14GkVfCIUtr73A,"Shopping,Home Decor,Home & Garden",Storables,http://s3-media4.ak.yelpcdn.com/bphoto/GgLzgipfiamzBOpuZV72Fg/ms.jpg,20,University of Washington,4,WA,http://www.yelp.com/biz/storables-seattle
5gD96Br9I4ZKjAXsXw7GDQ,"Fashion,Shopping,Shoe Stores",Le Foot Sportif,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,7,"Massachusetts Institute of Technology,Harvard University",2.5,MA,http://www.yelp.com/biz/le-foot-sportif-cambridge
8anBAtlbtpQZru9ejvVrhQ,"Italian,Restaurants",Pacci Ristorante,http://s3-media3.ak.yelpcdn.com/bphoto/_JsJn9jg3wWy170Vapiafg/ms.jpg,58,Georgia Institute of Technology,4,GA,http://www.yelp.com/biz/pacci-ristorante-atlanta
PKJ6yVU8X8LRC0lB-CXQXg,"Food,Grocery",Pavillions,http://s3-media4.ak.yelpcdn.com/bphoto/g6--wPxcyWrZPv4mD1MoWw/ms.jpg,12,California Institute of Technology,2.5,CA,http://www.yelp.com/biz/pavillions-pasadena
L6OpSiSJLgP6Jn7zJa_ZUg,"Hair Salons,Beauty and Spas",Tintura Salon,http://s3-media2.ak.yelpcdn.com/bphoto/MFmntOQGQRHGXQU5pLLQ-A/ms.jpg,27,Harvey Mudd College,4.5,CA,http://www.yelp.com/biz/tintura-salon-claremont-2
P-GmaUCb1rtVUS9wcIipIA,"Food,Grocery",Telegraph Market,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,University of California at Berkeley,3,CA,http://www.yelp.com/biz/telegraph-market-berkeley
4h4Lbqj5R9pVamlbMf0GEg,"Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate",Bank of America,http://s3-media1.ak.yelpcdn.com/bphoto/H0ZpCHLNHmkHn6vO4tFJIg/ms.jpg,2,Rice University,1.5,TX,http://www.yelp.com/biz/bank-of-america-houston-57
326yTsKZp30ncqYQLaq1Cg,"Steakhouses,Restaurants",Ryan's Family Steak Houses,http://s3-media4.ak.yelpcdn.com/bphoto/leVvwoTlCKVRbJqH2bpP0Q/ms.jpg,4,Virginia Tech,2,VA,http://www.yelp.com/biz/ryans-family-steak-houses-christiansburg
3OmYvTrYQFwITFq4vm6Vsg,"Seafood,Restaurants",Bookbinder's Grill,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Virginia Tech,3.5,VA,http://www.yelp.com/biz/bookbinders-grill-christiansburg
2NwqW4Kjm7cFygZYOunr1w,"Dance Schools,Specialty Schools,Education,Nightlife,Dance Clubs",Pasadena Ballroom Dance Association,http://s3-media3.ak.yelpcdn.com/bphoto/O1XmcaJQxTJLLe_k8Dqkfw/ms.jpg,14,California Institute of Technology,4,CA,http://www.yelp.com/biz/pasadena-ballroom-dance-association-pasadena
4Lxyz8jLef51N6ps-oiuAA,"Hair Salons,Beauty and Spas",Studio 1221,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Rice University,5,TX,http://www.yelp.com/biz/studio-1221-houston
UD7Ss1S4Aey3h7FQa4mMag,"Active Life,Trainers,Fitness & Instruction",Individualized Fitness,http://s3-media3.ak.yelpcdn.com/bphoto/lsHGYDHvv0RLsURfIXsDBw/ms.jpg,7,University of California - San Diego,5,CA,http://www.yelp.com/biz/individualized-fitness-san-diego
6utliqXpoXNYhfUgSHVJnQ,"Specialty Schools,Education,Public Services & Government",Goldman School of Public Policy,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,University of California at Berkeley,5,CA,http://www.yelp.com/biz/goldman-school-of-public-policy-berkeley
djjAPzG2_yeIvMc2ohY82g,"Food,Ice Cream & Frozen Yogurt",Berripop Frozen Yogurt,http://s3-media3.ak.yelpcdn.com/bphoto/-YryWifd44-WWSsvD3sqdQ/ms.jpg,12,Rice University,3.5,TX,http://www.yelp.com/biz/berripop-frozen-yogurt-houston-6
UxFeG1IwlndX_8ww9NECbg,"Jazz & Blues,Arts & Entertainment,Nightlife,Dance Clubs",Primal,http://s3-media1.ak.yelpcdn.com/bphoto/PWiz2gC4H-gcqJ-dHaKaOg/ms.jpg,43,Georgia Institute of Technology,2,GA,http://www.yelp.com/biz/primal-atlanta
7sKrqsUKHP3m6Bnu6ufhog,"Pizza,Restaurants",Domino's Pizza,http://s3-media1.ak.yelpcdn.com/bphoto/WuixITocSEGQQ2abnr-1wA/ms.jpg,11,Georgia Institute of Technology,3,GA,http://www.yelp.com/biz/dominos-pizza-atlanta-2
Ckjlcv3mOPnCosSEPb4tmg,"Mexican,Restaurants",La Taquiza No 2,http://s3-media2.ak.yelpcdn.com/bphoto/_LOzZU7EcZ5nEcC4Tz0l6g/ms.jpg,298,University of Southern California,4,CA,http://www.yelp.com/biz/la-taquiza-no-2-los-angeles
0z4uqfpV1G9nH1O9QPOXKw,"Food,Bakeries",Wheatberry Bakery,http://s3-media1.ak.yelpcdn.com/bphoto/0yqO5_Ejtio3ODf8ycNNwQ/ms.jpg,52,California Institute of Technology,2.5,CA,http://www.yelp.com/biz/wheatberry-bakery-pasadena
fp2H4dCbkZO52RrmFqzSVQ,Food,Chandler Dining Hall,http://s3-media4.ak.yelpcdn.com/bphoto/1hvnAN1Six72ubcsLQDaKg/ms.jpg,3,California Institute of Technology,2,CA,http://www.yelp.com/biz/chandler-dining-hall-pasadena
#NAME?,"American (Traditional),Restaurants",Happy Lunch,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Rensselaer Polytechnic Institute,3.5,NY,http://www.yelp.com/biz/happy-lunch-troy
5BM0cmJvxaFlFuh0L-b4Ow,"Hardware Stores,Shopping,Home & Garden",Country True Value Hardware,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Rensselaer Polytechnic Institute,5,NY,http://www.yelp.com/biz/country-true-value-hardware-troy-2
cg86rnEnysZ2lBfE9RIdOA,"Pubs,Bars,American (Traditional),Nightlife,Restaurants",Hank's Tavern & Eats,http://s3-media3.ak.yelpcdn.com/bphoto/Xn7-Aw345ALmyaCo3tc7jg/ms.jpg,53,University of Maryland - College Park,3,MD,http://www.yelp.com/biz/hanks-tavern-and-eats-hyattsville
QdganL5AW9E_fNoRVroLig,"Thai,Chinese,Restaurants",Golden Wok,http://s3-media1.ak.yelpcdn.com/bphoto/jP75nLpwe9O-HednazPRVQ/ms.jpg,31,University of Illinois - Urbana-Champaign,4,IL,http://www.yelp.com/biz/golden-wok-champaign
amgmIr5ncDXJ_-bCECjL8w,"Music & DVDs,Books, Mags, Music and Video,Shopping",FYE,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Harvey Mudd College,3,CA,http://www.yelp.com/biz/fye-montclair
aP38xlYvZVmvAVi2yj7YKw,"Steakhouses,American (Traditional),Restaurants",Texas Roadhouse,http://s3-media4.ak.yelpcdn.com/bphoto/Bu95riUamu9-AOcC7cIQxg/ms.jpg,7,Purdue University,3,IN,http://www.yelp.com/biz/texas-roadhouse-lafayette
